40.7900384496136,-77.872792051138
40.7966046542251,-77.872792051138
40.7933215519193,-77.867105551138
40.8031708588366,-77.872792051138
40.7998877565308,-77.867105551138
40.796604654225,-77.861419051138
40.8097370634481,-77.872792051138
40.8064539611423,-77.867105551138
40.8031708588365,-77.861419051138
40.7998877565307,-77.855732551138
40.8130201657538,-77.867105551138
40.809737063448,-77.861419051138
40.8064539611422,-77.855732551138
40.8031708588364,-77.850046051138
40.8163032680595,-77.861419051138
40.8130201657537,-77.855732551138
40.8097370634479,-77.850046051138
40.8064539611421,-77.844359551138
40.8195863703652,-77.855732551138
40.8294356772824,-77.850046051138
40.8327187795881,-77.844359551138
